ID,教科書,教科書コード,学年,ファイル単元,大単元,大単元タイトル,単元名,教科書ページ,ページ開始,ページ終了,PDF順,PDFページ,表内順,英語,日本語,重要語,重要語フラグ,注記,英日_問題,英日_答え,日英_問題,日英_答え,元PDF,読みの目安,読み確認メモ,v6正本英語,検索用基本形,変化形・別表記,v6正本日本語,語句構造,複数語フラグ,v7確認状態
1787,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,32,decrease,減少,,0,,decrease,減少,減少,decrease,06.26NH3_KeyWords_U3_英日_問題.pdf,ディクリス,,decrease,decrease,,減少,単語,0,原本保持
1788,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,33,oil,"油, 石油",,0,,oil,"油, 石油","油, 石油",oil,06.26NH3_KeyWords_U3_英日_問題.pdf,オイル,,oil,oil,,"油, 石油",単語,0,原本保持
1789,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,34,citizen,市民,,0,,citizen,市民,市民,citizen,06.26NH3_KeyWords_U3_英日_問題.pdf,シタザン,,citizen,citizen,,市民,単語,0,原本保持
1790,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,35,hunting,狩り,,0,,hunting,狩り,狩り,hunting,06.26NH3_KeyWords_U3_英日_問題.pdf,ハンティング,,hunting,hunting,,狩り,単語,0,原本保持
1791,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,36,small,"少ない, わずかな",,0,,small,"少ない, わずかな","少ない, わずかな",small,06.26NH3_KeyWords_U3_英日_問題.pdf,スモール,,small,small,,"少ない, わずかな",単語,0,原本保持
1792,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,37,century,"世紀, 100年",,0,,century,"世紀, 100年","世紀, 100年",century,06.26NH3_KeyWords_U3_英日_問題.pdf,センチャーイー,,century,century,,"世紀, 100年",単語,0,原本保持
1793,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,38,native,"固有の, 原産の",,0,,native,"固有の, 原産の","固有の, 原産の",native,06.26NH3_KeyWords_U3_英日_問題.pdf,ネイティヴ,,native,native,,"固有の, 原産の",単語,0,原本保持
1794,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,39,beginning,最初の部分,,0,,beginning,最初の部分,最初の部分,beginning,06.26NH3_KeyWords_U3_英日_問題.pdf,ビギニング,,beginning,beginning,,最初の部分,単語,0,原本保持
1795,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,40,critically,危機的な,,0,,critically,危機的な,危機的な,critically,06.26NH3_KeyWords_U3_英日_問題.pdf,クリティックアリ,,critically,critically,,危機的な,単語,0,原本保持
1796,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,"Unit3 Read and Think1, 2",P34～P37,34,37,6,1,41,safely,安全に,,0,,safely,安全に,安全に,safely,06.26NH3_KeyWords_U3_英日_問題.pdf,セイフリ,,safely,safely,,安全に,単語,0,原本保持
1797,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,42,sea otter,ラッコ,,0,,sea otter,ラッコ,ラッコ,sea otter,06.26NH3_KeyWords_U3_英日_問題.pdf,シ アター,,sea otter,sea otter,,ラッコ,複数語,1,原本保持
1798,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,43,overhunting,乱獲,,0,,overhunting,乱獲,乱獲,overhunting,06.26NH3_KeyWords_U3_英日_問題.pdf,オーバーハンティング,,overhunting,overhunting,,乱獲,単語,0,原本保持
1799,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,44,cheetah,チーター,,0,,cheetah,チーター,チーター,cheetah,06.26NH3_KeyWords_U3_英日_問題.pdf,チタ,,cheetah,cheetah,,チーター,単語,0,原本保持
1800,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,45,logging,伐採,,0,,logging,伐採,伐採,logging,06.26NH3_KeyWords_U3_英日_問題.pdf,ロギング,,logging,logging,,伐採,単語,0,原本保持
1801,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,46,killer whale,シャチ,,0,,killer whale,シャチ,シャチ,killer whale,06.26NH3_KeyWords_U3_英日_問題.pdf,キラー ウェイール,,killer whale,killer whale,,シャチ,複数語,1,原本保持
1802,ニューホライズン,NH,3,U3,How,can we save animals? Unit3,Unit3 教科書本文,P32～P37,32,37,6,1,47,human being,人間(全体),,0,,human being,人間(全体),人間(全体),human being,06.26NH3_KeyWords_U3_英日_問題.pdf,ヒュマン ビーイング,,human being,human being,,人間(全体),複数語,1,原本保持
1803,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Unit3 1～RT2,P31～P37,31,37,6,2,48,survive,生き残る,☆,1,,survive,生き残る,生き残る,survive,06.26NH3_KeyWords_U3_英日_問題.pdf,サーヴァイヴ,,survive,survive,,生き残る,単語,0,原本保持
1804,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Unit3 1～RT2,P31～P37,31,37,6,2,49,decrease,減少,☆,1,,decrease,減少,減少,decrease,06.26NH3_KeyWords_U3_英日_問題.pdf,ディクリス,,decrease,decrease,,減少,単語,0,原本保持
1805,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Unit3 1～RT2,P31～P37,31,37,6,2,50,increase,"増える, 増加する",☆,1,,increase,"増える, 増加する","増える, 増加する",increase,06.26NH3_KeyWords_U3_英日_問題.pdf,インクリス,,increase,increase,,"増える, 増加する",単語,0,原本保持
1806,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Unit3 1～RT2,P31～P37,31,37,6,2,51,relate,関係させる,☆,1,,relate,関係させる,関係させる,relate,06.26NH3_KeyWords_U3_英日_問題.pdf,リレイト,,relate,relate,,関係させる,単語,0,原本保持
1807,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,52,reach,"~に達する, 到着する",☆,1,,reach,"~に達する, 到着する","~に達する, 到着する",reach,06.26NH3_KeyWords_U3_英日_問題.pdf,リチ,,reach,reach,,"~に達する, 到着する",単語,0,原本保持
1808,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,53,past,過去の,,0,,past,過去の,過去の,past,06.26NH3_KeyWords_U3_英日_問題.pdf,パスト,,past,past,,過去の,単語,0,原本保持
1809,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,54,continue,~を続ける,☆,1,,continue,~を続ける,~を続ける,continue,06.26NH3_KeyWords_U3_英日_問題.pdf,カンティンユ,,continue,continue,,~を続ける,単語,0,原本保持
1810,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,55,nowadays,このごろは,,0,,nowadays,このごろは,このごろは,nowadays,06.26NH3_KeyWords_U3_英日_問題.pdf,ナウアデイズ,,nowadays,nowadays,,このごろは,単語,0,原本保持
1811,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,56,release,~を放す,,0,,release,~を放す,~を放す,release,06.26NH3_KeyWords_U3_英日_問題.pdf,リリス,,release,release,,~を放す,単語,0,原本保持
1812,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,57,the wild,野生,,0,,the wild,野生,野生,the wild,06.26NH3_KeyWords_U3_英日_問題.pdf,ザ ワイルド,,the wild,the wild,,野生,複数語,1,原本保持
1813,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Real Life English 3 グラフや表の活用-レポート-,P39,39,39,6,2,58,breed,"~を飼育する, 繫殖する",,0,,breed,"~を飼育する, 繫殖する","~を飼育する, 繫殖する",breed,06.26NH3_KeyWords_U3_英日_問題.pdf,ブリド,,breed,breed,,"~を飼育する, 繫殖する",単語,0,原本保持
1814,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,59,a piece of ~,"1つ[1個, 1本, 1枚]の~",☆,1,,a piece of ~,"1つ[1個, 1本, 1枚]の~","1つ[1個, 1本, 1枚]の~",a piece of ~,06.26NH3_KeyWords_U3_英日_問題.pdf,ア ピス オブ ～,,a piece of ~,a piece of ~,,"1つ[1個, 1本, 1枚]の~",表現,1,原本保持
1815,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,60,item,品目,,0,,item,品目,品目,item,06.26NH3_KeyWords_U3_英日_問題.pdf,アイタム,,item,item,,品目,単語,0,原本保持
1816,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,61,instead of ~,~のかわりに,☆,1,,instead of ~,~のかわりに,~のかわりに,instead of ~,06.26NH3_KeyWords_U3_英日_問題.pdf,インステッド オブ ～,,instead of ~,instead of ~,,~のかわりに,表現,1,原本保持
1817,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,62,cloth,"布, 服地",,0,,cloth,"布, 服地","布, 服地",cloth,06.26NH3_KeyWords_U3_英日_問題.pdf,クロス,,cloth,cloth,,"布, 服地",単語,0,原本保持
1818,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,63,wrap,~を包む,,0,,wrap,~を包む,~を包む,wrap,06.26NH3_KeyWords_U3_英日_問題.pdf,ラップ,,wrap,wrap,,~を包む,単語,0,原本保持
1819,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,64,square,正方形の,,0,,square,正方形の,正方形の,square,06.26NH3_KeyWords_U3_英日_問題.pdf,スクウェー,,square,square,,正方形の,単語,0,原本保持
1820,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,65,waste,~をむだに使う,,0,,waste,~をむだに使う,~をむだに使う,waste,06.26NH3_KeyWords_U3_英日_問題.pdf,ウェイスト,,waste,waste,,~をむだに使う,単語,0,原本保持
1821,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,66,convenient,便利な,,0,,convenient,便利な,便利な,convenient,06.26NH3_KeyWords_U3_英日_問題.pdf,カンヴィンヤント,,convenient,convenient,,便利な,単語,0,原本保持
1822,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,67,keep,"(ずっと)~を持っている, 預かる",,0,,keep,"(ずっと)~を持っている, 預かる","(ずっと)~を持っている, 預かる",keep,06.26NH3_KeyWords_U3_英日_問題.pdf,キープ,,keep,keep,,"(ずっと)~を持っている, 預かる",単語,0,原本保持
1823,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,68,plastic bag,ビニール袋,,0,,plastic bag,ビニール袋,ビニール袋,plastic bag,06.26NH3_KeyWords_U3_英日_問題.pdf,プラスティック バッグ,,plastic bag,plastic bag,,ビニール袋,複数語,1,原本保持
1824,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,69,resource,資源,,0,,resource,資源,資源,resource,06.26NH3_KeyWords_U3_英日_問題.pdf,リソース,,resource,resource,,資源,単語,0,原本保持
1825,ニューホライズン,NH,3,U3,Unit3 How,can we save animals?,Stage Activity 1 Discover Japan,"P42,P43",42,43,6,2,70,fold A up,Aを折りたたむ,,0,,fold A up,Aを折りたたむ,Aを折りたたむ,fold A up,06.26NH3_KeyWords_U3_英日_問題.pdf,フォールド エイ アップ,,fold A up,fold A up,,Aを折りたたむ,複数語,1,原本保持
1826,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,1,real,"本当の, 本物の",☆,1,,real,"本当の, 本物の","本当の, 本物の",real,07.26NH3_KeyWords_LR1_英日_問題.pdf,リール,,real,real,,"本当の, 本物の",単語,0,原本保持
1827,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,2,road,道路,,0,,road,道路,道路,road,07.26NH3_KeyWords_LR1_英日_問題.pdf,ロード,,road,road,,道路,単語,0,原本保持
1828,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,3,after a while,しばらくして,☆,1,,after a while,しばらくして,しばらくして,after a while,07.26NH3_KeyWords_LR1_英日_問題.pdf,アフター ア ワイル,,after a while,after a while,,しばらくして,複数語,1,原本保持
1829,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,4,mommy,"お母さん, ママ",,0,,mommy,"お母さん, ママ","お母さん, ママ",mommy,07.26NH3_KeyWords_LR1_英日_問題.pdf,マミ,,mommy,mommy,,"お母さん, ママ",単語,0,原本保持
1830,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,5,all right,だいじょうぶな,☆,1,,all right,だいじょうぶな,だいじょうぶな,all right,07.26NH3_KeyWords_LR1_英日_問題.pdf,オール ライト,,all right,all right,,だいじょうぶな,複数語,1,原本保持
1831,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,6,lullaby,子守歌,,0,,lullaby,子守歌,子守歌,lullaby,07.26NH3_KeyWords_LR1_英日_問題.pdf,ララバイ,,lullaby,lullaby,,子守歌,単語,0,原本保持
1832,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,7,lost,"lose(失う, 負ける)の過去形",,0,,lost,"lose(失う, 負ける)の過去形","lose(失う, 負ける)の過去形",lost,07.26NH3_KeyWords_LR1_英日_問題.pdf,ロスト,,lost,lost,,"lose(失う, 負ける)の過去形",単語,0,原本保持
1833,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,8,bomb,爆弾,,0,,bomb,爆弾,爆弾,bomb,07.26NH3_KeyWords_LR1_英日_問題.pdf,バム,,bomb,bomb,,爆弾,単語,0,原本保持
1834,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,9,fall,"落ちる, 降る",,0,,fall,"落ちる, 降る","落ちる, 降る",fall,07.26NH3_KeyWords_LR1_英日_問題.pdf,フォール,,fall,fall,,"落ちる, 降る",単語,0,原本保持
1835,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,10,weak,"弱い, かすかな",,0,,weak,"弱い, かすかな","弱い, かすかな",weak,07.26NH3_KeyWords_LR1_英日_問題.pdf,ウィク,,weak,weak,,"弱い, かすかな",単語,0,原本保持
1836,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,11,stop,~するのをやめる,,0,,stop,~するのをやめる,~するのをやめる,stop,07.26NH3_KeyWords_LR1_英日_問題.pdf,ストップ,,stop,stop,,~するのをやめる,単語,0,原本保持
1837,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,12,sweet,"心地よい, やさしい",,0,,sweet,"心地よい, やさしい","心地よい, やさしい",sweet,07.26NH3_KeyWords_LR1_英日_問題.pdf,スウィト,,sweet,sweet,,"心地よい, やさしい",単語,0,原本保持
1838,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,13,rest,"休む, 眠る",,0,,rest,"休む, 眠る","休む, 眠る",rest,07.26NH3_KeyWords_LR1_英日_問題.pdf,レスト,,rest,rest,,"休む, 眠る",単語,0,原本保持
1839,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,14,dead,死んだ,,0,,dead,死んだ,死んだ,dead,07.26NH3_KeyWords_LR1_英日_問題.pdf,デッド,,dead,dead,,死んだ,単語,0,原本保持
1840,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,15,move,"動く, 引っこす",,0,,move,"動く, 引っこす","動く, 引っこす",move,07.26NH3_KeyWords_LR1_英日_問題.pdf,ムーブ,,move,move,,"動く, 引っこす",単語,0,原本保持
1841,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,16,tightly,しっかりと,,0,,tightly,しっかりと,しっかりと,tightly,07.26NH3_KeyWords_LR1_英日_問題.pdf,タイトリ,,tightly,tightly,,しっかりと,単語,0,原本保持
1842,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,17,injure,~を傷つける,,0,,injure,~を傷つける,~を傷つける,injure,07.26NH3_KeyWords_LR1_英日_問題.pdf,インジャー,,injure,injure,,~を傷つける,単語,0,原本保持
1843,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,18,some,"約, およそ",,0,,some,"約, およそ","約, およそ",some,07.26NH3_KeyWords_LR1_英日_問題.pdf,サム,,some,some,,"約, およそ",単語,0,原本保持
1844,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,19,hold-held,"~を持つ, つかむ[原形-過去形]",,0,,hold-held,"~を持つ, つかむ[原形-過去形]","~を持つ, つかむ[原形-過去形]",hold-held,07.26NH3_KeyWords_LR1_英日_問題.pdf,ホールド・ヘルド,,hold-held,hold-held,,"~を持つ, つかむ[原形-過去形]",単語,0,原本保持
1845,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,20,quietly,"静かに, 落ち着いて",,0,,quietly,"静かに, 落ち着いて","静かに, 落ち着いて",quietly,07.26NH3_KeyWords_LR1_英日_問題.pdf,クワイアットリ,,quietly,quietly,,"静かに, 落ち着いて",単語,0,原本保持
1846,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,21,cry,泣く,,0,,cry,泣く,泣く,cry,07.26NH3_KeyWords_LR1_英日_問題.pdf,クライ,,cry,cry,,泣く,単語,0,原本保持
1847,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,22,through ~,~の間じゅう,,0,,through ~,~の間じゅう,~の間じゅう,through ~,07.26NH3_KeyWords_LR1_英日_問題.pdf,スルー ～,,through ~,through ~,,~の間じゅう,表現,1,原本保持
1848,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文1,P46～P48,46,48,7,1,23,shade,"陰, 日陰",,0,,shade,"陰, 日陰","陰, 日陰",shade,07.26NH3_KeyWords_LR1_英日_問題.pdf,シェイド,,shade,shade,,"陰, 日陰",単語,0,原本保持
1849,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,24,war,戦争,☆,1,,war,戦争,戦争,war,07.26NH3_KeyWords_LR1_英日_問題.pdf,ウォー,,war,war,,戦争,単語,0,原本保持
1850,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,25,nuclear,"核の, 原子力の",,0,,nuclear,"核の, 原子力の","核の, 原子力の",nuclear,07.26NH3_KeyWords_LR1_英日_問題.pdf,ヌクリアー,,nuclear,nuclear,,"核の, 原子力の",単語,0,原本保持
1851,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,26,sky,空,☆,1,,sky,空,空,sky,07.26NH3_KeyWords_LR1_英日_問題.pdf,スカイ,,sky,sky,,空,単語,0,原本保持
1852,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,27,nuclear weapon,核兵器,,0,,nuclear weapon,核兵器,核兵器,nuclear weapon,07.26NH3_KeyWords_LR1_英日_問題.pdf,ヌクリアー ウェパン,,nuclear weapon,nuclear weapon,,核兵器,複数語,1,原本保持
1853,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,28,peace,平和,☆,1,,peace,平和,平和,peace,07.26NH3_KeyWords_LR1_英日_問題.pdf,ピス,,peace,peace,,平和,単語,0,原本保持
1854,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,29,guest book,記名帳,,0,,guest book,記名帳,記名帳,guest book,07.26NH3_KeyWords_LR1_英日_問題.pdf,ゲスト ブック,,guest book,guest book,,記名帳,複数語,1,原本保持
1855,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,30,pursue,~を追い求める,,0,,pursue,~を追い求める,~を追い求める,pursue,07.26NH3_KeyWords_LR1_英日_問題.pdf,パース,,pursue,pursue,,~を追い求める,単語,0,原本保持
1856,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,31,paper crane,折り鶴,,0,,paper crane,折り鶴,折り鶴,paper crane,07.26NH3_KeyWords_LR1_英日_問題.pdf,ペイパー クレイン,,paper crane,paper crane,,折り鶴,複数語,1,原本保持
1857,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,32,meant,mean(意味する)の過去形,,0,,meant,mean(意味する)の過去形,mean(意味する)の過去形,meant,07.26NH3_KeyWords_LR1_英日_問題.pdf,メント,,meant,meant,,mean(意味する)の過去形,単語,0,原本保持
1858,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,33,Peace Memorial Park,平和記念公園,,0,,Peace Memorial Park,平和記念公園,平和記念公園,Peace Memorial Park,07.26NH3_KeyWords_LR1_英日_問題.pdf,ピース メモリアル パーク,,Peace Memorial Park,Peace Memorial Park,,平和記念公園,複数語,1,原本保持
1859,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,34,extend,~を広げる,,0,,extend,~を広げる,~を広げる,extend,07.26NH3_KeyWords_LR1_英日_問題.pdf,イックステンド,,extend,extend,,~を広げる,単語,0,原本保持
1860,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,35,every ~,どの~もみな,,0,,every ~,どの~もみな,どの~もみな,every ~,07.26NH3_KeyWords_LR1_英日_問題.pdf,エブリ ～,,every ~,every ~,,どの~もみな,表現,1,原本保持
1861,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,36,word,"単語, 言葉",,0,,word,"単語, 言葉","単語, 言葉",word,07.26NH3_KeyWords_LR1_英日_問題.pdf,ワード,,word,word,,"単語, 言葉",単語,0,原本保持
1862,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,37,cloudless,雲のない,,0,,cloudless,雲のない,雲のない,cloudless,07.26NH3_KeyWords_LR1_英日_問題.pdf,クラウドラス,,cloudless,cloudless,,雲のない,単語,0,原本保持
1863,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,38,the U.S.,アメリカ合衆国,,0,,the U.S.,アメリカ合衆国,アメリカ合衆国,the U.S.,07.26NH3_KeyWords_LR1_英日_問題.pdf,ザ ユーエス,,the U.S.,the U.S.,,アメリカ合衆国,複数語,1,原本保持
1864,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,39,bright,明るい,,0,,bright,明るい,明るい,bright,07.26NH3_KeyWords_LR1_英日_問題.pdf,ブライト,,bright,bright,,明るい,単語,0,原本保持
1865,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,40,president,大統領,,0,,president,大統領,大統領,president,07.26NH3_KeyWords_LR1_英日_問題.pdf,プレザデント,,president,president,,大統領,単語,0,原本保持
1866,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,41,sitting,現職の,,0,,sitting,現職の,現職の,sitting,07.26NH3_KeyWords_LR1_英日_問題.pdf,シティング,,sitting,sitting,,現職の,単語,0,原本保持
1867,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,42,death,死,,0,,death,死,死,death,07.26NH3_KeyWords_LR1_英日_問題.pdf,デス,,death,death,,死,単語,0,原本保持
1868,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,43,himself,"彼自身, 自ら",,0,,himself,"彼自身, 自ら","彼自身, 自ら",himself,07.26NH3_KeyWords_LR1_英日_問題.pdf,ヒムセルフ,,himself,himself,,"彼自身, 自ら",単語,0,原本保持
1869,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,44,courage,勇気,,0,,courage,勇気,勇気,courage,07.26NH3_KeyWords_LR1_英日_問題.pdf,カージ,,courage,courage,,勇気,単語,0,原本保持
1870,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,45,worth ~ing,~するだけの価値がある,,0,,worth ~ing,~するだけの価値がある,~するだけの価値がある,worth ~ing,07.26NH3_KeyWords_LR1_英日_問題.pdf,ワース ～イング,,worth ~ing,worth ~ing,,~するだけの価値がある,表現,1,原本保持
1871,ニューホライズン,NH,3,LR1,A,Mother's Lullaby Let's Read 1,Let's Read 1 教科書本文2,P49,49,49,7,1,46,agony,激しい痛み,,0,,agony,激しい痛み,激しい痛み,agony,07.26NH3_KeyWords_LR1_英日_問題.pdf,アガニ,,agony,agony,,激しい痛み,単語,0,原本保持
